ID,Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Z_CostContact,Z_Revenue,Response,Age,Tenure_Days,TotalSpend,Education_Level,Income_log,TotalSpend_log,Cluster,Segment_Name
8405,1979,Graduation,Divorced,68274.0,1,1,2013-09-30,83,135,25,51,23,25,46,2,4,2,5,3,0,0,0,0,0,0,3,11,0,35,272,305,3,11.131298946341905,5.723585101952381,1,Premium Customers
6515,1977,Graduation,Together,39771.0,1,0,2013-12-06,92,6,2,18,2,8,14,1,2,0,3,4,0,0,0,0,0,0,3,11,0,37,205,50,3,10.590918426099964,3.9318256327243257,0,Budget Shoppers
2882,1975,2n Cycle,Divorced,67893.0,0,1,2012-10-01,31,711,28,142,49,18,47,2,3,2,9,8,0,0,0,0,0,0,3,11,0,39,636,995,2,11.125702944399345,6.903747257584598,3,High-Value Loyalists
7574,1979,PhD,Together,27922.0,1,0,2014-05-10,80,11,0,13,2,4,11,1,2,0,3,4,0,0,0,0,0,0,3,11,0,35,50,41,5,10.23720600096072,3.7376696182833684,0,Budget Shoppers
6387,1976,PhD,Together,52190.0,1,1,2014-05-08,39,42,0,17,0,0,18,3,2,1,3,5,1,0,0,0,0,0,3,11,0,38,52,77,5,10.86266534521266,4.356708826689592,1,Premium Customers
5320,1973,Master,Divorced,44051.0,1,1,2013-01-29,20,79,7,58,6,3,18,4,3,1,4,6,0,0,0,0,0,0,3,11,1,41,516,171,4,10.693126033284834,5.147494476813453,1,Premium Customers
5048,1971,PhD,Single,42767.0,2,0,2013-05-11,53,20,6,43,19,5,38,1,3,1,2,8,0,0,0,0,0,0,3,11,0,43,414,131,5,10.6635454383787,4.882801922586371,0,Budget Shoppers
8146,1976,Master,Together,46106.0,1,1,2014-05-11,84,30,0,8,2,0,14,1,1,1,2,6,0,0,0,0,0,0,3,11,0,38,49,54,4,10.738720061275421,4.007333185232471,1,Premium Customers
10031,1976,PhD,Married,16927.0,1,1,2013-02-10,50,20,2,23,3,1,4,5,3,0,4,8,0,0,0,0,0,0,3,11,0,38,504,53,5,9.736724334658026,3.9889840465642745,1,Premium Customers
5748,1965,Graduation,Married,59754.0,0,1,2012-12-01,96,115,27,44,4,146,139,3,5,2,6,5,0,0,0,0,0,0,3,11,1,49,575,475,3,10.99800814830098,6.16541785423142,3,High-Value Loyalists
2134,1952,Graduation,Single,53700.0,0,1,2012-08-17,94,263,5,233,69,41,83,4,5,5,8,5,0,0,0,0,0,0,3,11,0,62,681,694,3,10.891186902297498,6.543911845564792,3,High-Value Loyalists
1523,1973,Graduation,Married,59041.0,1,1,2014-05-07,25,69,2,15,2,2,6,2,2,0,4,5,0,0,0,0,0,0,3,11,0,41,53,96,3,10.98600433403935,4.574710978503383,1,Premium Customers
9665,1957,PhD,Divorced,54237.0,0,1,2013-04-27,48,267,3,30,4,0,57,4,5,2,5,6,0,0,0,0,0,0,3,11,0,57,428,361,5,10.901137048778104,5.8916442118257715,3,High-Value Loyalists
4640,1967,Graduation,Divorced,70647.0,0,1,2012-09-21,65,561,85,171,25,123,114,2,4,7,13,2,0,0,0,0,0,0,3,11,0,47,646,1079,3,11.165465079148639,6.984716320118266,2,Family Focused
3635,1962,PhD,Single,52597.0,0,1,2014-05-07,69,492,0,37,7,0,42,3,6,3,8,5,0,0,0,0,0,0,3,11,0,52,53,578,5,10.870433375189227,6.361302477572996,3,High-Value Loyalists
3547,1969,Master,Together,41021.0,1,0,2012-12-30,12,14,7,9,6,16,12,2,2,0,3,6,0,0,0,0,0,0,3,11,1,45,546,64,4,10.62186378714185,4.174387269895637,0,Budget Shoppers
2456,1975,PhD,Married,40233.0,0,1,2013-10-14,84,80,4,46,0,17,2,5,2,1,5,6,0,0,0,0,0,0,3,11,0,39,258,149,5,10.602467688288517,5.0106352940962555,1,Premium Customers
5633,1980,Graduation,Married,50183.0,1,1,2014-06-25,47,97,12,84,13,10,15,7,3,1,6,5,0,0,0,0,0,0,3,11,0,34,4,231,3,10.823451529776579,5.44673737166631,1,Premium Customers
7801,1959,Graduation,Together,54753.0,0,1,2013-09-12,87,197,107,227,7,59,131,3,5,2,11,4,0,0,0,0,0,0,3,11,0,55,290,728,3,10.910605704370774,6.591673732008658,3,High-Value Loyalists
10489,1973,Graduation,Married,92955.0,0,0,2013-08-19,35,693,21,925,31,24,84,1,6,7,9,2,0,0,1,1,0,0,3,11,1,41,314,1778,3,11.439881541900057,7.483806687665835,2,Family Focused
7011,1973,Graduation,Married,33471.0,1,0,2012-10-12,47,43,2,27,0,9,12,3,3,0,4,7,0,0,0,0,0,0,3,11,0,41,625,93,3,10.418464547424595,4.543294782270004,0,Budget Shoppers
2620,1974,PhD,Married,34596.0,1,0,2013-04-13,48,14,0,2,0,0,7,1,1,0,2,8,0,0,0,0,0,0,3,11,1,40,442,23,5,10.45152225208439,3.1780538303479458,0,Budget Shoppers
3933,1980,Graduation,Together,44010.0,1,0,2012-10-13,46,186,36,234,86,72,48,6,10,2,6,9,0,0,0,0,0,0,3,11,0,34,624,662,3,10.692194881655606,6.4967749901858625,3,High-Value Loyalists
10981,1988,Graduation,Married,84219.0,0,0,2014-02-02,27,434,137,400,45,137,45,1,3,4,10,1,0,0,0,0,0,0,3,11,0,26,147,1198,3,11.341187701715919,7.089243155027514,2,Family Focused
1734,1968,PhD,Together,40706.0,2,1,2013-01-17,37,59,0,11,4,2,5,4,3,0,4,7,0,0,0,0,0,0,3,11,0,46,528,81,5,10.614155346814062,4.406719247264253,1,Premium Customers
10995,1988,2n Cycle,Married,15716.0,1,0,2012-11-12,8,16,5,30,8,7,26,3,3,0,4,8,0,0,0,0,0,1,3,11,0,26,594,92,2,9.662498208076329,4.532599493153256,0,Budget Shoppers
6357,1959,2n Cycle,Divorced,59052.0,0,1,2013-11-17,29,230,35,75,63,57,31,3,7,1,7,5,0,0,0,0,0,0,3,11,0,55,224,491,2,10.986190624738057,6.198478716492308,3,High-Value Loyalists
9209,1971,Master,Together,80573.0,0,0,2012-10-14,85,829,138,430,60,92,15,1,4,6,13,2,0,0,0,0,0,0,3,11,0,43,623,1564,4,11.29693129580923,7.355641102974253,2,Family Focused
10286,1962,Graduation,Married,83715.0,0,0,2014-02-03,2,318,8,407,150,35,8,1,2,8,13,0,0,0,0,0,0,0,3,11,0,52,146,926,3,11.335185397109868,6.831953565565855,2,Family Focused
2611,1959,Master,Together,82576.0,0,0,2012-08-01,66,1206,55,445,168,18,18,1,2,4,12,1,0,0,1,0,0,0,3,11,0,55,697,1910,4,11.321486470371372,7.555381944240273,2,Family Focused
1600,1965,Master,Married,56962.0,2,1,2013-10-11,60,292,3,77,10,3,26,7,6,3,5,7,0,0,0,0,0,0,3,11,0,49,261,411,4,10.950157213238244,6.021023349349527,1,Premium Customers
3308,1952,Graduation,Married,35704.0,1,1,2014-01-03,54,30,9,12,2,11,30,3,2,0,4,4,0,0,0,0,0,0,3,11,0,62,177,94,3,10.483046013983211,4.553876891600541,1,Premium Customers
5407,1954,Graduation,Together,53103.0,0,1,2013-09-12,70,729,17,133,11,0,195,5,10,6,7,7,1,0,0,0,0,0,3,11,0,60,290,1085,3,10.880007533959756,6.990256500493881,3,High-Value Loyalists
2166,1960,2n Cycle,Widow,46779.0,1,1,2013-07-12,55,12,1,3,0,0,7,1,0,1,2,4,0,0,0,0,0,0,3,11,0,54,352,23,2,10.75321104013817,3.1780538303479458,1,Premium Customers
3955,1965,Graduation,Divorced,4861.0,0,0,2014-06-22,20,2,1,1,1,0,1,0,0,0,0,14,0,0,0,0,0,0,3,11,0,49,7,6,3,8.48920515487607,1.9459101490553132,0,Budget Shoppers
6634,1979,Master,Divorced,33462.0,1,0,2013-08-07,78,22,3,18,0,0,11,1,2,0,3,7,0,0,0,0,0,0,3,11,0,35,326,54,4,10.41819562981634,4.007333185232471,0,Budget Shoppers
3056,1978,Graduation,Divorced,63693.0,0,1,2013-10-14,63,587,43,337,42,87,54,3,11,6,9,6,0,0,0,0,0,0,3,11,0,36,258,1150,3,11.061845645601192,7.048386408721883,3,High-Value Loyalists
5718,1950,Graduation,Married,80763.0,0,0,2013-08-15,17,674,168,108,192,42,231,1,5,11,6,3,0,0,1,1,0,0,3,11,1,64,318,1415,3,11.299286600670264,7.255591274253665,2,Family Focused
6872,1974,PhD,Married,65352.0,0,1,2013-08-21,43,284,3,84,4,7,23,2,4,2,8,4,0,0,0,0,0,0,3,11,0,40,312,405,5,11.087558624655156,6.0063531596017325,3,High-Value Loyalists
8164,1978,PhD,Married,82170.0,0,0,2013-11-25,13,1023,93,651,49,55,37,1,5,6,7,2,0,0,0,0,0,0,3,11,0,36,216,1908,5,11.31655772074287,7.554334823725748,2,Family Focused
4580,1969,Graduation,Married,75759.0,0,0,2013-10-25,46,1394,22,708,89,91,182,1,9,7,9,5,1,0,1,1,0,0,3,11,1,45,247,2486,3,11.23532572785996,7.818832443803404,2,Family Focused
9305,1976,2n Cycle,Single,79689.0,0,0,2013-05-12,65,311,26,640,180,37,121,1,4,9,13,2,0,0,0,0,0,0,3,11,0,38,413,1315,2,11.285899386391794,7.182352111885263,2,Family Focused
453,1956,PhD,Widow,35340.0,1,1,2014-06-29,1,27,0,12,0,1,5,2,2,0,3,5,0,0,0,0,0,0,3,11,0,58,0,45,5,10.472799042021169,3.828641396489095,1,Premium Customers
8545,1954,Graduation,Divorced,85683.0,0,0,2014-03-21,6,1296,17,311,45,69,51,1,2,4,10,1,0,1,1,1,1,0,3,11,1,60,100,1789,3,11.358421389372706,7.489970898834801,2,Family Focused
9850,1972,2n Cycle,Married,24884.0,1,0,2012-11-29,32,3,6,7,0,0,3,1,0,0,3,7,0,0,0,0,0,0,3,11,0,42,577,19,2,10.122020491292654,2.995732273553991,0,Budget Shoppers
7378,1981,Master,Together,42021.0,1,0,2012-08-31,34,393,5,136,7,5,27,5,10,1,6,9,1,0,0,0,0,0,3,11,0,33,667,573,4,10.645948569648995,6.352629396319567,3,High-Value Loyalists
7646,1989,Graduation,Single,64449.0,1,0,2014-02-18,70,218,63,282,137,35,70,4,5,3,12,4,0,0,0,0,0,0,3,11,0,25,131,805,3,11.073645008367333,6.692083742506628,2,Family Focused
1640,1954,Graduation,Divorced,64587.0,1,1,2014-06-22,49,66,0,16,0,6,20,2,1,1,4,3,0,0,0,0,0,0,3,11,0,60,7,108,3,11.075783914001512,4.6913478822291435,1,Premium Customers
5184,1995,Graduation,Single,34824.0,0,0,2014-03-26,65,4,2,11,2,0,4,1,1,0,2,6,0,0,0,0,0,0,3,11,0,19,95,23,3,10.458090798648007,3.1780538303479458,0,Budget Shoppers
8492,1978,Graduation,Together,75437.0,0,0,2013-11-09,25,795,0,545,95,58,0,1,8,4,10,6,0,0,0,1,0,0,3,11,0,36,232,1493,3,11.231066405821236,7.309212365692763,2,Family Focused
11188,1957,Graduation,Together,26091.0,1,1,2014-02-25,84,15,10,19,8,17,20,3,2,1,3,5,0,0,0,0,0,0,3,11,0,57,124,89,3,10.169384032915987,4.499809670330265,1,Premium Customers
1212,1973,Graduation,Married,52845.0,1,0,2013-08-13,7,384,25,292,130,41,64,3,8,8,6,6,1,0,0,0,0,0,3,11,0,41,320,936,3,10.875137302530561,6.842683282238422,2,Family Focused
9097,1956,Graduation,Divorced,46086.0,0,1,2013-11-03,34,244,8,32,7,2,50,4,3,1,8,4,0,0,0,0,0,0,3,11,0,58,238,343,3,10.738286193554881,5.840641657373398,3,High-Value Loyalists
10473,1956,PhD,Widow,78028.0,0,1,2012-09-10,38,158,19,288,25,0,38,1,6,4,9,7,0,1,1,0,0,0,3,11,1,58,657,528,5,11.264835831444937,6.270988431858299,3,High-Value Loyalists
7962,1987,PhD,Single,95169.0,0,0,2013-10-09,1,1285,21,449,106,20,20,1,4,3,4,1,0,0,1,1,0,0,3,11,1,27,263,1901,5,11.463420045066389,7.550661243105336,2,Family Focused
9984,1981,2n Cycle,Married,56337.0,1,1,2013-03-27,25,349,16,144,28,5,182,5,8,5,4,8,1,0,0,1,0,0,3,11,1,33,459,724,2,10.939124542042725,6.586171654854675,3,High-Value Loyalists
5527,1987,Graduation,Together,22434.0,1,0,2013-02-13,25,4,12,11,3,13,15,2,2,0,3,8,0,0,0,0,0,0,3,11,0,27,501,58,3,10.018377518410084,4.07753744390572,0,Budget Shoppers
6374,1954,PhD,Married,36930.0,0,1,2013-05-17,50,223,2,31,0,2,39,5,5,2,4,8,0,0,0,0,0,0,3,11,0,60,408,297,5,10.516806585736159,5.697093486505405,1,Premium Customers
7453,1954,Graduation,Single,36130.0,0,1,2013-02-02,46,157,43,127,68,56,37,6,3,8,4,4,1,0,0,0,0,0,3,11,1,60,512,488,3,10.49490650158872,6.192362489474872,3,High-Value Loyalists
8952,1953,Master,Married,65569.0,0,1,2012-11-05,96,397,46,288,20,38,70,2,6,5,10,3,0,0,0,0,0,0,3,11,0,61,601,859,4,11.090873553257666,6.756932389247553,3,High-Value Loyalists
241,1952,Graduation,Together,83844.0,0,0,2013-05-12,57,901,31,345,75,31,191,1,4,4,11,1,0,0,1,0,0,0,3,11,0,62,413,1574,3,11.33672513518121,7.362010551259734,2,Family Focused
8975,1968,Graduation,Married,19514.0,1,1,2014-01-26,47,14,3,21,2,1,28,4,3,1,2,8,1,0,0,0,0,0,3,11,0,46,154,69,3,9.878938679614715,4.248495242049359,1,Premium Customers
6119,1963,PhD,Single,36736.0,1,1,2013-05-10,52,10,0,3,0,0,4,1,1,0,2,6,0,0,0,0,0,0,3,11,0,51,415,17,5,10.511539700563102,2.8903717578961645,1,Premium Customers
5236,1979,Graduation,Together,77568.0,0,1,2012-08-25,30,1230,0,396,232,178,158,1,10,2,8,5,0,1,1,1,0,0,3,11,0,35,673,2194,3,11.258923141820024,7.693937325509272,2,Family Focused
5723,1976,PhD,Together,49187.0,0,1,2014-01-11,63,81,1,31,2,1,0,1,1,1,5,2,0,0,0,0,0,0,3,11,0,38,169,116,5,10.803404970292338,4.762173934797756,1,Premium Customers
1710,1978,Graduation,Single,30168.0,1,0,2013-03-07,51,154,20,66,0,12,27,7,6,1,4,9,0,0,0,0,0,0,3,11,0,36,479,279,3,10.314570186094999,5.634789603169249,0,Budget Shoppers
1970,1968,Master,Together,34053.0,0,1,2012-09-10,14,63,0,21,7,0,12,1,3,0,3,8,0,0,0,0,0,0,3,11,0,46,657,103,4,10.43570277898059,4.6443908991413725,1,Premium Customers
5313,1971,Master,Married,38196.0,1,1,2014-04-18,20,30,0,11,0,0,3,3,2,0,4,5,0,0,0,0,0,0,3,11,0,43,72,44,4,10.550512257479294,3.8066624897703196,1,Premium Customers
10634,1951,Master,Married,59412.0,0,0,2014-04-19,56,90,67,165,30,43,11,1,4,2,8,3,0,0,0,0,0,0,3,11,0,63,71,406,4,10.992268336624281,6.008813185442595,3,High-Value Loyalists
7010,1965,2n Cycle,Married,70924.0,0,0,2014-04-07,41,635,114,254,132,152,76,1,6,6,7,3,0,0,1,0,0,0,3,11,0,49,83,1363,2,11.169378259677051,7.218176838403408,2,Family Focused
8562,1969,Graduation,Together,54165.0,0,0,2013-05-28,72,127,4,73,15,6,11,1,2,1,7,2,0,0,0,0,0,0,3,11,0,45,397,236,3,10.899808684315772,5.4680601411351315,1,Premium Customers
3158,1973,Graduation,Married,32300.0,1,0,2013-01-03,1,13,3,6,6,5,6,1,1,0,3,8,0,0,0,0,0,0,3,11,0,41,542,39,3,10.382853468483827,3.6888794541139363,0,Budget Shoppers
4436,1976,Graduation,Single,20180.0,0,0,2013-02-20,27,18,42,24,15,20,18,1,2,1,4,7,0,0,0,0,0,0,3,11,0,38,494,137,3,9.912496846693715,4.927253685157205,0,Budget Shoppers
5287,1973,Graduation,Married,34961.0,1,0,2014-06-19,77,45,2,26,4,1,1,3,3,1,3,7,0,0,0,0,0,0,3,11,0,41,10,79,3,10.46201703637113,4.382026634673881,0,Budget Shoppers
2445,1974,PhD,Together,28440.0,1,0,2013-07-07,87,38,1,24,0,0,0,1,2,0,3,8,0,0,0,0,0,0,3,11,0,40,357,63,5,10.25558704504304,4.1588830833596715,0,Budget Shoppers
6059,1953,PhD,Together,64504.0,1,2,2013-03-04,81,986,36,168,16,0,108,7,11,3,4,7,0,0,0,0,0,0,3,11,1,61,482,1314,5,11.074498019159236,7.181591944611865,3,High-Value Loyalists
4550,1966,Master,Together,33564.0,0,1,2014-06-24,51,61,0,3,0,0,7,1,1,1,3,5,0,0,0,0,0,0,3,11,0,48,5,71,4,10.421239136372852,4.276666119016055,1,Premium Customers
4240,1978,Graduation,Married,17345.0,1,0,2012-11-03,79,4,9,16,17,0,12,2,2,1,2,8,0,0,0,0,0,0,3,11,0,36,603,58,3,9.7611172112444,4.07753744390572,0,Budget Shoppers
8911,1967,PhD,Married,56320.0,0,1,2013-04-08,11,201,53,172,116,77,83,3,5,4,9,4,0,0,0,0,0,0,3,11,0,47,447,702,5,10.938822746356111,6.555356891810665,3,High-Value Loyalists
3706,1978,Graduation,Single,28647.0,1,0,2013-08-21,54,19,8,29,0,12,26,1,2,2,2,7,1,0,0,0,0,0,3,11,1,36,312,94,3,10.26283891167827,4.553876891600541,0,Budget Shoppers
3628,1987,Basic,Single,15038.0,1,0,2013-01-29,93,4,8,11,19,12,26,2,2,1,2,9,0,0,0,0,0,0,3,11,0,27,516,80,1,9.618402105931613,4.394449154672439,0,Budget Shoppers
10175,1958,PhD,Divorced,32173.0,0,1,2013-08-01,0,18,0,2,0,0,2,1,1,0,3,4,0,0,0,0,0,0,3,11,0,56,332,22,5,10.378913951950253,3.1354942159291497,1,Premium Customers
8985,1964,2n Cycle,Together,68316.0,0,1,2012-11-04,54,806,80,161,120,11,33,5,10,7,10,6,0,0,0,0,0,0,3,11,0,50,602,1211,2,11.131913916491309,7.10002716662926,3,High-Value Loyalists
5204,1971,Graduation,Together,74538.0,0,0,2013-06-29,21,380,98,733,110,112,28,1,8,8,5,3,0,0,1,0,0,0,3,11,1,43,365,1461,3,11.219077757327483,7.2875606403097235,2,Family Focused
9220,1971,Graduation,Single,91700.0,0,0,2013-01-17,58,576,172,961,125,115,19,1,8,6,5,3,0,0,0,0,0,0,3,11,1,43,528,1968,3,11.426288563310505,7.585281078639126,2,Family Focused
9888,1969,Graduation,Together,68695.0,0,0,2014-06-25,3,458,81,356,106,50,40,1,4,4,7,2,0,0,0,0,0,0,3,11,0,45,4,1091,3,11.137446252352321,6.9957661563048505,2,Family Focused
5263,1977,2n Cycle,Married,31056.0,1,0,2013-01-22,99,5,10,13,3,8,16,1,1,0,3,8,0,0,0,0,0,0,3,11,0,37,523,55,2,10.343579504787346,4.02535169073515,0,Budget Shoppers
1020,1973,Graduation,Married,79593.0,0,0,2014-05-12,70,350,60,568,110,133,145,1,5,6,7,2,0,0,1,0,0,0,3,11,0,41,48,1366,3,11.284693992107073,7.220373836723949,2,Family Focused
9503,1980,Graduation,Single,28071.0,0,0,2012-08-29,65,39,33,130,41,26,44,2,5,1,5,8,0,0,0,0,0,0,3,11,0,34,669,313,3,10.24252791726305,5.749392985908253,0,Budget Shoppers
10613,1958,PhD,Together,37334.0,1,1,2014-02-26,44,26,1,16,2,2,15,4,3,0,4,4,0,0,0,0,0,0,3,11,0,56,123,62,5,10.527686503469802,4.143134726391533,1,Premium Customers
67,1972,Master,Single,46423.0,1,1,2013-09-18,6,68,0,16,0,0,8,3,2,0,4,7,0,0,0,0,0,0,3,11,0,42,284,92,4,10.745571845870444,4.532599493153256,1,Premium Customers
6019,1971,PhD,Married,37126.0,1,0,2014-03-30,9,45,3,9,4,4,7,1,1,2,2,6,1,0,0,0,0,0,3,11,1,43,91,72,5,10.522099746707825,4.290459441148391,0,Budget Shoppers
5863,1953,Graduation,Married,47703.0,0,1,2013-05-29,95,359,0,134,13,26,123,4,6,3,8,5,0,0,0,0,0,0,3,11,0,61,396,655,3,10.772770530802942,6.486160788944089,3,High-Value Loyalists
3717,1959,Graduation,Married,61180.0,0,1,2014-04-23,70,403,24,29,6,24,218,2,5,5,6,3,1,0,0,0,0,0,3,11,0,55,67,704,3,11.021591962782166,6.558197802812269,3,High-Value Loyalists
6730,1954,Graduation,Married,38998.0,1,1,2012-11-03,92,34,1,14,0,0,5,3,2,0,3,8,0,0,0,0,0,1,3,11,0,60,603,54,3,10.571291283757406,4.007333185232471,1,Premium Customers
10749,1991,Graduation,Single,8028.0,0,0,2012-09-18,62,73,18,66,7,12,2,15,0,1,0,19,0,0,0,0,0,0,3,11,0,23,649,178,3,8.990815266184685,5.187385805840755,0,Budget Shoppers
4998,1962,Graduation,Together,76081.0,0,0,2014-05-23,85,292,30,415,63,33,200,1,4,5,4,2,0,0,0,1,0,0,3,11,0,52,37,1033,3,11.239566984991516,6.9411900550683745,2,Family Focused
6287,1986,Graduation,Together,34728.0,1,0,2013-07-30,2,14,0,16,0,0,6,1,1,1,2,6,0,0,0,0,0,0,3,11,1,28,334,36,3,10.455330351773332,3.6109179126442243,0,Budget Shoppers
5985,1965,Master,Single,33168.0,0,1,2012-10-13,0,80,1,37,0,1,3,3,2,1,4,7,0,0,0,0,0,0,3,11,0,49,624,122,4,10.4093709837628,4.812184355372417,1,Premium Customers
4754,1966,Master,Married,33585.0,0,1,2013-09-25,91,30,11,33,13,6,29,1,2,0,4,4,0,0,0,0,0,0,3,11,0,48,277,122,4,10.421864592454954,4.812184355372417,1,Premium Customers
4002,1960,PhD,Married,77037.0,0,1,2013-10-13,3,463,96,333,168,53,10,1,7,7,12,3,0,0,0,0,0,0,3,11,0,54,259,1123,5,11.252054085595047,7.024649030453636,2,Family Focused
8870,1984,Graduation,Together,35196.0,1,0,2012-11-13,68,75,12,141,43,39,187,6,6,1,5,8,0,0,0,0,0,0,3,11,1,30,593,497,3,10.468716130681411,6.210600077024653,0,Budget Shoppers
966,1966,Graduation,Married,44529.0,0,1,2013-07-05,98,538,13,91,17,6,26,6,6,2,11,5,0,1,0,0,0,0,3,11,0,48,359,691,3,10.703918398315748,6.539585955617669,3,High-Value Loyalists
4767,1965,2n Cycle,Married,70924.0,0,0,2014-04-07,41,635,114,254,132,152,76,1,6,6,7,3,0,0,1,0,0,0,3,11,0,49,83,1363,2,11.169378259677051,7.218176838403408,2,Family Focused
9725,1966,PhD,Together,28764.0,1,1,2014-06-05,16,8,0,3,0,0,1,1,1,0,2,8,1,0,0,0,0,0,3,11,0,48,24,12,5,10.266914649297394,2.5649493574615367,1,Premium Customers
4475,1949,PhD,Married,69098.0,0,0,2013-02-16,82,1315,22,780,145,0,178,1,7,8,9,5,0,0,0,0,0,0,3,11,0,65,498,2440,5,11.143295537871015,7.80016307039296,2,Family Focused
5740,1970,2n Cycle,Divorced,25959.0,1,1,2013-02-14,1,4,2,12,7,5,26,2,1,2,2,6,0,0,0,0,0,0,3,11,1,44,500,56,2,10.164312170818027,4.04305126783455,1,Premium Customers
5731,1983,Master,Married,27100.0,1,0,2013-04-05,64,12,0,13,2,0,10,1,1,0,3,7,0,0,0,0,0,0,3,11,0,31,450,37,4,10.207325906555994,3.6375861597263857,0,Budget Shoppers
7290,1985,Graduation,Single,70596.0,0,0,2012-10-05,68,347,44,534,17,0,26,1,3,5,12,2,0,0,0,0,0,0,3,11,0,29,632,968,3,11.164742929660637,6.876264611890766,2,Family Focused
3846,1974,Graduation,Married,42557.0,0,1,2012-08-29,98,192,5,53,0,5,15,4,6,1,4,8,0,0,0,0,0,0,3,11,0,40,669,270,3,10.658623130430142,5.602118820879701,1,Premium Customers
8104,1951,PhD,Married,53312.0,0,0,2013-08-09,32,241,0,12,0,0,25,1,5,1,5,7,0,0,0,0,0,0,3,11,0,63,324,278,5,10.883935482853596,5.631211781821365,1,Premium Customers
4507,1952,Graduation,Single,72228.0,0,0,2012-11-27,87,631,28,491,30,14,56,1,6,7,8,3,0,0,0,0,0,0,3,11,0,62,579,1250,3,11.187596906286172,7.1316985104669115,2,Family Focused
11013,1987,Graduation,Together,67605.0,0,0,2013-03-31,84,336,28,282,184,54,54,1,2,8,6,1,0,0,0,0,0,0,3,11,0,27,455,938,3,11.121452015488801,6.844815479208263,2,Family Focused
4491,1949,Master,Married,62845.0,1,1,2012-10-01,3,1099,0,45,0,0,34,11,3,4,10,8,0,1,0,0,0,0,3,11,0,65,636,1178,4,11.04844256839719,7.072421900537371,3,High-Value Loyalists
3759,1958,Graduation,Together,65196.0,0,2,2013-07-25,34,743,19,181,12,0,200,2,7,6,11,5,1,0,0,0,0,0,3,11,0,56,339,1155,3,11.085168734586208,7.052721049232323,3,High-Value Loyalists
1162,1987,PhD,Single,42000.0,0,0,2013-01-10,23,124,83,267,85,59,35,2,5,2,11,5,0,0,0,0,0,0,3,11,1,27,535,653,5,10.645448706505872,6.483107351457199,2,Family Focused
2055,1973,PhD,Divorced,35860.0,1,1,2014-05-19,37,15,0,8,4,2,20,2,1,1,2,5,1,0,0,0,0,0,3,11,0,41,41,49,5,10.487405632994516,3.912023005428146,1,Premium Customers
10766,1964,PhD,Married,65526.0,0,1,2014-04-11,22,397,19,69,12,0,9,1,4,4,8,2,0,0,0,0,0,0,3,11,0,50,79,506,5,11.090217550427058,6.2285110035911835,3,High-Value Loyalists
4415,1961,Graduation,Married,16860.0,1,1,2012-09-12,19,10,4,4,3,3,14,3,1,1,3,7,0,0,0,0,0,0,3,11,0,53,655,38,3,9.732758541777981,3.6635616461296463,1,Premium Customers
3005,1992,Graduation,Single,83528.0,0,0,2014-05-01,7,530,117,678,134,44,147,1,4,10,8,1,1,0,0,1,0,0,3,11,1,22,59,1650,3,11.332949155931612,7.409136443920128,2,Family Focused
2223,1965,2n Cycle,Divorced,64176.0,0,1,2012-08-03,52,1215,33,249,64,116,149,8,8,9,8,6,0,0,0,0,0,0,3,11,0,49,695,1826,2,11.069400170037524,7.510430556378006,3,High-Value Loyalists
4817,1956,Graduation,Divorced,22304.0,0,0,2012-08-04,91,3,2,7,0,4,2,1,1,0,2,8,0,0,0,0,0,0,3,11,0,58,694,18,3,10.012566147562366,2.9444389791664403,0,Budget Shoppers
2875,1978,Graduation,Married,67023.0,0,0,2014-03-04,93,444,44,382,11,8,17,1,3,7,13,2,0,0,0,0,0,1,3,11,0,36,117,906,3,11.112806043186817,6.810142450115136,2,Family Focused
10536,1971,PhD,Together,32892.0,1,0,2014-05-25,78,26,0,15,2,1,2,2,3,0,3,8,0,0,0,0,0,0,3,11,0,43,35,46,5,10.401015148158129,3.8501476017100584,0,Budget Shoppers
11112,1966,Graduation,Together,70713.0,0,1,2012-12-03,23,736,114,279,82,76,190,6,5,6,8,3,0,0,0,0,0,0,3,11,0,48,573,1477,3,11.166398852083312,7.298445101508147,2,Family Focused
3807,1955,Graduation,Together,59925.0,0,1,2012-11-30,83,473,21,176,19,21,56,3,9,2,9,6,0,0,0,0,0,0,3,11,0,59,576,766,3,11.000865746689424,6.642486801367256,3,High-Value Loyalists
9197,1953,Graduation,Married,39722.0,0,1,2014-02-24,92,32,0,5,2,0,8,2,2,0,3,5,0,0,0,0,0,0,3,11,0,61,125,47,3,10.589685644007867,3.871201010907891,1,Premium Customers
10832,1958,Graduation,Together,46610.0,0,0,2013-07-18,4,288,10,30,4,10,125,1,6,1,6,6,0,0,0,0,0,0,3,11,0,56,346,467,3,10.749591843760111,6.148468295917647,3,High-Value Loyalists
6421,1961,Graduation,Together,88347.0,0,0,2013-07-03,32,1050,178,555,77,138,118,1,4,7,9,1,0,0,0,1,0,0,3,11,0,53,361,2116,3,11.38903884025336,7.6577552711348655,2,Family Focused
